iter	Passed	Remaining
409	5757	8284
410	5769	8268
411	5782	8253
412	5796	8238
413	5806	8219
414	5817	8200
415	5830	8184
416	5841	8166
417	5855	8153
418	5871	8141
419	5884	8125
420	5896	8109
421	5910	8095
422	5923	8079
423	5936	8065
424	5953	8054
425	5970	8044
426	5983	8029
427	5996	8014
428	6009	7998
429	6022	7982
430	6034	7967
431	6046	7949
432	6058	7932
433	6068	7914
434	6081	7899
435	6096	7886
436	6121	7885
437	6135	7872
438	6150	7859
439	6165	7846
440	6178	7832
441	6194	7820
442	6214	7813
443	6242	7816
444	6259	7806
445	6279	7799
446	6299	7792
447	6316	7783
448	6334	7773
449	6359	7772
450	6375	7761
451	6400	7760
452	6414	7745
453	6426	7728
454	6439	7713
455	6459	7706
456	6474	7693
457	6487	7677
458	6502	7663
459	6514	7647
460	6525	7630
461	6550	7627
462	6571	7621
463	6605	7631
464	6620	7616
465	6631	7599
466	6642	7581
467	6656	7566
468	6666	7548
469	6676	7528
470	6685	7509
471	6698	7492
472	6710	7476
473	6721	7459
474	6733	7441
475	6747	7427
476	6759	7410
477	6771	7395
478	6787	7382
479	6799	7365
480	6810	7348
481	6825	7335
482	6841	7322
483	6856	7310
484	6872	7297
485	6887	7284
486	6900	7269
487	6915	7255
488	6924	7236
489	6933	7216
490	6949	7203
491	6972	7199
492	7026	7225
493	7043	7215
494	7060	7203
495	7077	7191
496	7095	7181
497	7109	7166
498	7121	7150
499	7149	7149
500	7167	7138
501	7187	7130
502	7207	7121
503	7222	7108
504	7240	7097
505	7261	7089
506	7276	7075
507	7289	7060
508	7303	7044
509	7316	7029
510	7328	7013
511	7342	6997
512	7358	6985
513	7376	6975
514	7398	6967
515	7416	6956
516	7432	6943
517	7459	6941
518	7494	6945
519	7529	6950
520	7575	6964
521	7592	6952
522	7606	6937
523	7619	6921
524	7635	6908
525	7648	6892
526	7663	6878
527	7673	6859
528	7687	6844
529	7700	6828
530	7713	6812
531	7726	6797
532	7739	6781
533	7755	6767
534	7769	6752
535	7783	6737
536	7792	6718
537	7806	6703
538	7821	6689
539	7833	6673
540	7846	6656
541	7855	6638
542	7868	6622
543	7880	6605
544	7893	6589
545	7905	6573
546	7916	6556
547	7928	6539
548	7938	6521
549	7959	6512
550	7972	6496
551	7984	6480
552	7996	6463
553	8007	6446
554	8019	6430
555	8030	6412
556	8044	6398
557	8057	6382
558	8073	6369
559	8083	6351
560	8095	6335
561	8154	6355
562	8169	6341
563	8181	6324
564	8191	6306
565	8201	6288
566	8212	6271
567	8221	6252
568	8232	6236
569	8243	6218
570	8255	6202
571	8269	6187
572	8283	6172
573	8297	6157
574	8313	6145
575	8329	6131
576	8341	6115
577	8356	6101
578	8381	6094
579	8396	6080
580	8411	6066
581	8427	6052
582	8444	6039
583	8460	6026
584	8476	6013
585	8494	6001
586	8510	5987
587	8526	5974
588	8544	5962
589	8560	5949
590	8582	5939
591	8598	5926
592	8615	5913
593	8637	5903
594	8652	5889
595	8668	5875
596	8684	5862
597	8700	5848
598	8716	5835
599	8736	5824
600	8752	5811
601	8767	5796
602	8782	5782
603	8798	5768
604	8815	5755
605	8829	5740
606	8841	5724
607	8854	5708
608	8867	5692
609	8881	5678
610	8897	5664
611	8912	5650
612	8927	5636
613	8943	5622
614	8956	5606
615	8968	5590
616	8985	5577
617	8998	5562
618	9010	5546
619	9025	5531
620	9040	5517
621	9056	5503
622	9069	5488
623	9084	5473
624	9105	5463
625	9119	5448
626	9134	5433
627	9146	5418
628	9159	5402
629	9169	5385
630	9180	5368
631	9193	5353
632	9205	5337
633	9224	5324
634	9236	5309
635	9249	5293
636	9264	5279
637	9276	5263
638	9285	5245
639	9299	5231
640	9311	5214
641	9324	5199
642	9336	5183
643	9349	5168
644	9365	5154
645	9378	5139
646	9394	5125
647	9411	5112
648	9429	5099
649	9449	5087
650	9465	5074
651	9480	5060
652	9497	5047
653	9512	5032
654	9527	5018
655	9541	5003
656	9553	4987
657	9566	4972
658	9583	4958
659	9598	4944
660	9610	4928
661	9623	4913
662	9632	4896
663	9643	4879
664	9656	4864
665	9667	4848
666	9679	4832
667	9693	4817
668	9705	4801
669	9719	4787
670	9730	4771
671	9744	4756
672	9753	4739
673	9765	4723
674	9777	4707
675	9792	4693
676	9806	4678
677	9819	4663
678	9830	4647
679	9844	4632
680	9855	4616
681	9867	4601
682	9879	4585
683	9896	4572
684	9914	4559
685	9928	4544
686	9940	4528
687	9953	4514
688	9966	4498
689	9982	4484
690	9994	4469
691	10005	4453
692	10017	4437
693	10030	4422
694	10043	4407
695	10093	4408
696	10115	4397
697	10126	4381
698	10140	4366
699	10154	4352
700	10166	4336
701	10180	4321
702	10194	4306
703	10207	4291
704	10224	4278
705	10240	4264
706	10258	4251
707	10272	4236
708	10287	4222
709	10306	4209
710	10331	4199
711	10348	4186
712	10366	4172
713	10380	4158
714	10394	4143
715	10409	4128
716	10422	4113
717	10435	4098
718	10445	4082
719	10461	4068
720	10476	4054
721	10490	4039
722	10505	4025
723	10517	4009
724	10530	3994
725	10540	3977
