iter	Logloss
442	0.1451419084
443	0.145101112
444	0.1450974829
445	0.1450729864
446	0.1450143105
447	0.1449961404
448	0.1449714257
449	0.144939377
450	0.1449325292
451	0.144888799
452	0.1448493694
453	0.1448272553
454	0.144813513
455	0.1447927053
456	0.1447625519
457	0.1447411621
458	0.1446667142
459	0.1446331825
460	0.1446074743
461	0.1446010706
462	0.1445711855
463	0.1445540002
464	0.1445179003
465	0.1444792038
466	0.144430484
467	0.1444073959
468	0.14439044
469	0.1443742201
470	0.144340593
471	0.144323145
472	0.1442770929
473	0.1442292164
474	0.1441846977
475	0.1441487663
476	0.1441387031
477	0.14408438
478	0.1440725114
479	0.1440479975
480	0.1440284521
481	0.1440129721
482	0.1439729915
483	0.1439393833
484	0.1439008876
485	0.1438597288
486	0.1438158017
487	0.1437881767
488	0.1437725775
489	0.1437398024
490	0.1437182706
491	0.1437033647
492	0.1436648865
493	0.1436440525
494	0.143595574
495	0.1435811641
496	0.1435640391
497	0.1435237415
498	0.1434844211
499	0.1434367515
500	0.1434085981
501	0.1433629109
502	0.1433242343
503	0.1432985249
504	0.1432851384
505	0.1432593409
506	0.1432222145
507	0.143209246
508	0.1431667348
509	0.1431576987
510	0.1431446566
511	0.1431204945
512	0.1430886588
513	0.1430417341
514	0.1430156569
515	0.1430046927
516	0.1429884328
517	0.1429614765
518	0.1429272824
519	0.1429135254
520	0.1428941955
521	0.1428715662
522	0.1428511431
523	0.1428245915
524	0.1427910587
525	0.1427720123
526	0.1427445341
527	0.1427134687
528	0.1426604786
529	0.1426312452
530	0.1425753899
531	0.1425448192
532	0.1425198231
533	0.1424827557
534	0.1424634727
535	0.1424158306
536	0.1423998258
537	0.142370056
538	0.1423540679
539	0.1423085909
540	0.1422654458
541	0.1422377177
542	0.1422098071
543	0.1422030813
544	0.1421900885
545	0.1421648392
546	0.1421304318
547	0.1421175803
548	0.1420724705
549	0.1420365844
550	0.1420081084
551	0.1419696532
552	0.1419281096
553	0.1418919902
554	0.1418648816
555	0.141848348
556	0.1418175987
557	0.141806303
558	0.1417713378
559	0.1417474814
560	0.1417295408
561	0.1416777179
562	0.1416571188
563	0.1416040096
564	0.1415622765
565	0.1415012586
566	0.1414726692
567	0.1414292572
568	0.1413966895
569	0.1413593974
570	0.1413158516
571	0.1412770759
572	0.1412472956
573	0.1412216402
574	0.1411912003
575	0.1411674616
576	0.141141237
577	0.1411041572
578	0.1410805794
579	0.1410543641
580	0.1410286236
581	0.1410209404
582	0.1409990627
583	0.1409516132
584	0.1409150022
585	0.1408940935
586	0.1408765414
587	0.1408438836
588	0.1408103172
589	0.1407848948
590	0.140769778
591	0.1407413686
592	0.1407238013
593	0.1407140117
594	0.1407024554
595	0.1406577705
596	0.14061717
597	0.1405942203
598	0.1405464707
599	0.1405095094
600	0.140485807
601	0.1404755112
602	0.1404601212
603	0.1404386297
604	0.1403853002
605	0.140375292
606	0.1403645108
607	0.1403090623
608	0.1402736558
609	0.1402455405
610	0.14022069
611	0.1401754778
612	0.14013833
613	0.1401077899
614	0.1400720214
615	0.1400508214
616	0.1400279576
617	0.1399725764
618	0.1399335933
619	0.1399168794
620	0.1398890413
621	0.1398699998
622	0.1398411391
623	0.1398211965
624	0.1397954265
625	0.1397501505
626	0.1397347711
627	0.1397130006
628	0.1397019907
629	0.1396688404
630	0.1396607084
631	0.1396518877
632	0.1396252337
633	0.1395918016
634	0.1395657184
635	0.1395564324
636	0.1395483333
637	0.1395406657
638	0.1395065185
639	0.1394686184
640	0.1394171734
641	0.1393754781
642	0.1393430606
643	0.1393292854
644	0.1393087204
645	0.139277882
646	0.1392482528
647	0.1392268111
648	0.1392096749
649	0.1391612461
650	0.1391531622
651	0.1391279749
652	0.1390839418
653	0.1390551969
654	0.1390015298
655	0.1389928474
656	0.1389739378
657	0.1389232035
658	0.1388959831
659	0.1388542881
660	0.1388192019
661	0.1387830729
662	0.1387703082
663	0.1387439049
664	0.1387140407
665	0.1387071135
666	0.1386827216
667	0.1386660347
668	0.1386531153
669	0.1386286107
670	0.1385995768
671	0.1385567783
672	0.1384993572
673	0.1384489028
674	0.1384337079
675	0.1384157909
676	0.1384147193
677	0.138373227
678	0.1383153622
679	0.138290124
680	0.1382647208
681	0.1382430791
682	0.1382001732
683	0.138185826
684	0.13818157
685	0.1381682185
686	0.1381432183
687	0.1380963118
688	0.1380904875
689	0.1380627077
690	0.1380558933
691	0.1380463858
692	0.1380229746
693	0.1380074774
694	0.1379971185
695	0.1379882968
696	0.137965222
697	0.1379509204
698	0.13791974
699	0.1379015634
700	0.1378511175
701	0.1378192717
702	0.1378022177
703	0.1377960925
704	0.1377670205
705	0.1377166825
706	0.1376919936
707	0.1376406276
708	0.1376150774
709	0.1375999275
710	0.1375452255
711	0.1375317167
712	0.137515608
713	0.1375076106
714	0.137493792
715	0.1374860866
716	0.1374698103
717	0.1374495933
718	0.1373883137
719	0.1373737469
720	0.1373445831
721	0.1373395832
722	0.1373205959
723	0.1373066663
724	0.1372754805
725	0.1372680395
726	0.1372407708
727	0.1372186488
728	0.1372185985
729	0.1371956624
730	0.1371573982
731	0.1371268744
732	0.1370845294
733	0.1370364798
734	0.137000039
735	0.1369639937
736	0.1369516125
737	0.1369254101
738	0.1369043994
739	0.1368735989
740	0.1368134559
741	0.1368029926
742	0.1367616069
743	0.1367469572
744	0.1367378434
745	0.1367037077
746	0.1366687071
747	0.1366610285
748	0.1366321521
749	0.1366088705
750	0.13656653
751	0.1365324768
752	0.136492211
753	0.1364469149
754	0.1364309025
755	0.1364047998
756	0.1363816276
757	0.1363733928
758	0.1363378125
759	0.1362921725
760	0.1362852408
761	0.1362812134
762	0.1362765286
763	0.1362606063
764	0.1362466353
765	0.1362464035
766	0.1362187013
767	0.1362066433
768	0.1361855831
769	0.1361478815
770	0.1361072841
771	0.1360594568
772	0.1360113141
773	0.1359925979
774	0.1359486948
775	0.1359329101
776	0.1358974403
777	0.135880327
778	0.1358649518
779	0.1357981135
780	0.1357914538
781	0.1357633978
782	0.1357371471
783	0.1357209477
784	0.1357139828
785	0.1356911725
786	0.1356538193
787	0.1356177308
788	0.1355916833
789	0.1355785485
790	0.1355714369
791	0.1355400239
792	0.1355323389
793	0.1355228501
794	0.1355004269
795	0.1354868998
796	0.1354687199
797	0.1354437951
798	0.135412767
799	0.1354036213
800	0.1353538033
801	0.1353395697
802	0.135339533
803	0.1353096137
804	0.1352851064
805	0.1352724115
806	0.1352582604
807	0.1352214889
808	0.1352102767
809	0.1351978437
810	0.1351783077
811	0.1351564045
812	0.1351125845
813	0.1350941912
814	0.1350647778
815	0.1350485218
816	0.1350082814
817	0.1349928496
818	0.1349762484
819	0.1349609002
820	0.1349235449
821	0.1349119495
822	0.1349037975
823	0.1348902446
824	0.1348702401
825	0.1348503221
826	0.1348207849
827	0.1348123789
828	0.1348058497
829	0.1347760669
830	0.1347637407
831	0.1347322703
832	0.1347246154
833	0.1346711256
834	0.134660114
835	0.1346502533
836	0.1346325023
837	0.1346160152
838	0.1345819143
839	0.1345558381
840	0.1345362719
841	0.134499762
842	0.1344837152
843	0.1344578993
844	0.1344450352
845	0.1344224431
846	0.1343718764
847	0.1343604223
848	0.1343440191
849	0.1343138233
850	0.1342924791
851	0.1342648121
852	0.1342433399
853	0.1342318408
854	0.1342291457
855	0.1342021775
856	0.1341794868
857	0.1341651538
858	0.1341429548
859	0.1341117677
860	0.1340789815
861	0.1340417317
862	0.1340137845
863	0.1339888674
864	0.1339686756
865	0.1339488284
866	0.1339283447
867	0.1339211398
868	0.1338951714
869	0.1338593672
870	0.1338467046
871	0.1337931643
872	0.1337695956
873	0.1337449435
874	0.1337116116
875	0.1336842992
876	0.1336545319
877	0.133626281
878	0.1336020607
879	0.1336017353
880	0.1335750652
881	0.133555113
882	0.1335180774
883	0.1334917327
884	0.1334453072
885	0.133431117
886	0.1333849099
887	0.1333402411
888	0.1332737363
889	0.1332440864
890	0.1332238231
891	0.1332072712
892	0.1331881734
893	0.133154039
894	0.1331270956
895	0.1331124736
896	0.1330979673
897	0.1330697768
898	0.1330313222
899	0.1330138365
900	0.133011884
901	0.1330094929
902	0.1329693058
903	0.132956278
904	0.1329247715
905	0.132878061
906	0.1328401493
907	0.1328305785
908	0.1328001913
909	0.132784785
910	0.1327572915
911	0.132751883
912	0.1327384855
913	0.1327323883
914	0.1327113598
915	0.1326890694
916	0.1326617079
917	0.1326309114
918	0.1326277821
919	0.1326045359
920	0.1325692935
921	0.1325376473
922	0.132495833
923	0.1324745951
924	0.1324654375
925	0.132434961
926	0.1324061442
927	0.1323897282
928	0.1323532976
929	0.1323406732
930	0.1323051624
931	0.1322805157
932	0.1322805056
933	0.1322386177
934	0.1322127365
935	0.1321838369
936	0.1321555362
937	0.1321129461
938	0.1320950624
939	0.1320793464
940	0.1320505621
941	0.1320237149
942	0.1320089454
943	0.1319892976
944	0.1319810602
945	0.1319681179
946	0.1319553926
947	0.1319206591
948	0.1319083964
949	0.1318829057
950	0.131833656
951	0.1318265302
952	0.1318217343
953	0.1317845383
954	0.1317529841
955	0.1317376493
956	0.1317320796
957	0.131726754
958	0.1317221947
959	0.131701989
960	0.1316626774
961	0.1316221403
962	0.1316163758
963	0.1315916892
964	0.1315579876
965	0.1315221059
966	0.1314956328
967	0.1314875198
968	0.1314536943
969	0.1314146849
970	0.1313840961
971	0.1313540729
972	0.1313364724
973	0.131300608
974	0.1312748211
975	0.1312479268
976	0.1312362794
977	0.1312198732
978	0.1311764389
979	0.1311580095
980	0.1311560277
981	0.1311385525
982	0.1311199045
983	0.131099405
984	0.1310807722
985	0.1310676949
986	0.1310382494
987	0.1310112759
988	0.1309732541
989	0.1309475652
990	0.130938635
991	0.1309246791
992	0.1309178526
993	0.130903168
994	0.130855132
995	0.1308286476
996	0.1308017828
997	0.1307543213
998	0.1307292545
999	0.1307030033
