iter	Passed	Remaining
883	16957	2225
884	16975	2205
885	16988	2185
886	17003	2166
887	17018	2146
888	17037	2127
889	17072	2110
890	17086	2090
891	17102	2070
892	17121	2051
893	17140	2032
894	17158	2012
895	17174	1993
896	17190	1973
897	17209	1954
898	17225	1935
899	17242	1915
900	17256	1896
901	17271	1876
902	17287	1857
903	17304	1837
904	17320	1818
905	17336	1798
906	17356	1779
907	17374	1760
908	17391	1741
909	17404	1721
910	17420	1701
911	17437	1682
912	17455	1663
913	17477	1644
914	17498	1625
915	17513	1606
916	17525	1586
917	17540	1566
918	17556	1547
919	17572	1528
920	17587	1508
921	17605	1489
922	17626	1470
923	17641	1450
924	17656	1431
925	17669	1412
926	17685	1392
927	17702	1373
928	17718	1354
929	17736	1335
930	17751	1315
931	17769	1296
932	17789	1277
933	17806	1258
934	17825	1239
935	17842	1220
936	17860	1200
937	17876	1181
938	17894	1162
939	17911	1143
940	17926	1123
941	17944	1104
942	17962	1085
943	17979	1066
944	17996	1047
945	18013	1028
946	18030	1009
947	18048	990
948	18089	972
949	18105	952
950	18126	933
951	18143	914
952	18163	895
953	18181	876
954	18197	857
955	18213	838
956	18230	819
957	18248	800
958	18266	780
959	18289	762
960	18307	742
961	18326	723
962	18343	704
963	18362	685
964	18376	666
965	18395	647
966	18414	628
967	18433	609
968	18450	590
969	18466	571
970	18484	552
971	18505	533
972	18523	514
973	18541	494
974	18561	475
975	18576	456
976	18594	437
977	18614	418
978	18633	399
979	18648	380
980	18664	361
981	18686	342
982	18704	323
983	18721	304
984	18741	285
985	18760	266
986	18777	247
987	18796	228
988	18815	209
989	18833	190
990	18849	171
991	18865	152
992	18883	133
993	18897	114
994	18914	95
995	18931	76
996	18945	57
997	18961	37
998	18977	18
999	18994	0
