iter	Logloss
0	0.6575299277
1	0.6231582865
2	0.5925402896
3	0.5638025557
4	0.5356998247
5	0.5116627474
6	0.4888284699
7	0.4684374406
8	0.4486182647
9	0.4310078593
10	0.4148113999
11	0.4000948272
12	0.3864203153
13	0.3740374359
14	0.3623699784
15	0.3518551673
16	0.3421413987
17	0.3331928129
18	0.3242212586
19	0.3163987364
20	0.3087857147
21	0.3023384799
22	0.29474382
23	0.2878208398
24	0.2813301019
25	0.2747743622
26	0.2687808879
27	0.2638421154
28	0.2574906091
29	0.2531444988
30	0.2478429539
31	0.2453071095
32	0.2399617428
33	0.2351114987
34	0.2311973327
35	0.2272258722
36	0.2238877493
37	0.2204638702
38	0.2172016183
39	0.2144131527
40	0.2116120991
41	0.2089854682
42	0.2067097612
43	0.2048362974
44	0.202660314
45	0.2008679128
46	0.1991435608
47	0.1974134502
48	0.1959435115
49	0.1943809949
50	0.1928480518
51	0.1913513563
52	0.1901843017
53	0.188883386
54	0.1876348658
55	0.1865496617
56	0.1855627147
57	0.1846581246
58	0.1837872326
59	0.1829969105
60	0.1822857734
61	0.1815606435
62	0.1808898164
63	0.1802390161
64	0.1796035777
65	0.1789467988
66	0.1784367262
67	0.1778998948
68	0.1773258633
69	0.1768226771
70	0.1764632801
71	0.1759857299
72	0.1755442733
73	0.1750870929
74	0.1745899153
75	0.1741092838
76	0.1736028935
77	0.1730469351
78	0.1726654559
79	0.1722667458
80	0.1718274307
81	0.1715226225
82	0.1711300003
83	0.1707922699
84	0.1704416912
85	0.1701197555
86	0.1698394637
87	0.1695814695
88	0.1692400835
89	0.1690157805
90	0.1688002513
91	0.1683605608
92	0.1679074917
93	0.1675905771
94	0.1672966632
95	0.1669640991
96	0.1666561667
97	0.1663670702
98	0.1660264429
99	0.1657661878
100	0.1654853161
101	0.1652287474
102	0.1650119658
103	0.1647567058
104	0.1645642515
105	0.16436418
106	0.1642897348
107	0.1641245187
108	0.1640125843
109	0.1639169696
110	0.1637771561
111	0.163685128
112	0.1634903416
113	0.1634126214
114	0.1632430138
115	0.1630383781
116	0.1628932447
117	0.1626675048
118	0.1623660146
119	0.1621207482
120	0.1620348789
121	0.1617678658
122	0.1615672137
123	0.1613906382
124	0.1612055452
125	0.1610126186
126	0.1608747649
127	0.1607737069
128	0.1607320702
129	0.160538159
130	0.1604367911
131	0.1602511474
132	0.1601803259
133	0.1600808494
134	0.1599252931
135	0.1597818656
136	0.1596914859
137	0.1595622286
138	0.1594351857
139	0.1593420418
140	0.1592456759
141	0.1591201178
142	0.1590719333
143	0.1589299353
144	0.1588294529
145	0.1587063471
146	0.1586708843
147	0.1584761714
148	0.1583614742
149	0.1582589938
150	0.1581942262
151	0.1581049325
152	0.1579377892
153	0.1577764997
154	0.1576988726
155	0.1576238898
156	0.1575551749
157	0.1575084824
158	0.1574267497
159	0.1573841169
160	0.1572810548
161	0.1572371087
162	0.1571854033
163	0.1571583094
164	0.1570436637
165	0.1569351663
166	0.1569032798
167	0.1568311532
168	0.1566918653
169	0.1566511047
170	0.1566008458
171	0.1565332524
172	0.1564868733
173	0.1564354816
174	0.1563839429
175	0.1563345419
176	0.1563114818
177	0.1562510482
178	0.1562026026
179	0.1561822133
180	0.1561307767
181	0.1561098209
182	0.1560593281
183	0.1559656137
184	0.1558836864
185	0.1558217595
186	0.155774687
187	0.155748295
188	0.155666092
189	0.1556022846
190	0.1555546463
191	0.1555374674
192	0.1554559044
193	0.1554049204
194	0.1553333388
195	0.1552699486
196	0.1552058833
197	0.1551694496
198	0.1551136821
199	0.1550955984
200	0.1550252383
201	0.1549390328
202	0.1548714925
203	0.1547858621
204	0.1547397655
205	0.1547134235
206	0.154658221
207	0.154592237
208	0.1545218793
209	0.1544611785
210	0.1543993613
211	0.1543787432
212	0.1543152275
213	0.1542832698
214	0.1542332877
215	0.1541964146
216	0.1541437623
217	0.1540810274
218	0.1540346591
219	0.1539829974
220	0.1539250548
221	0.153890469
222	0.1538427988
223	0.1538148002
224	0.1537839058
225	0.1537273404
226	0.1536797118
227	0.1536575447
228	0.1536305124
229	0.1536167991
230	0.1535964469
231	0.1535811368
232	0.1535715772
233	0.153519398
234	0.1534625292
235	0.153422219
236	0.1534007328
237	0.1533705995
238	0.153283293
239	0.1532274606
240	0.1532087027
241	0.1531793129
242	0.1531468558
243	0.1530868556
244	0.1530579488
245	0.1530031412
246	0.1529633637
247	0.1528897268
248	0.1528765315
249	0.1528477062
250	0.1528202089
251	0.1527759449
252	0.1527067029
253	0.1526423051
